"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2024,12,"OUR INTEGRATED PURPOSE FRAMEWORK Strategic growth with efficient capital allocation",2,"weak","Mention only","SDG 12, SDG 13, SDG 17","aspiration, policy","","","The company states its commitment to integrating sustainable practices into its operations.","Integrating sustainable practices into our core operations to ensure environmental stewardship and social responsibility, shaping a sustainable future for all stakeholders."
2024,129,"STATUTORY REPORTS |",2,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","policy","","","The company states that its policies are based on NGRBC and various international standards, including the UN Sustainable Development Goals.","The policies are based on NGRBC taking account of the requirements of various international standards like ISO 9000, ISO 14000, ISO45001, ISO 50001, ISO26000, SA8000, IFC Performance Standards, OECD Guidelines, UNGC guidelines and ILO Principles, ILO Convention on Human Rights, Report on Affirmative Action by CII, National Action Plan on Climate Change, National Environmental Policy, UN Sustainable Development Goals, Global Reporting Initiative, Carbon Disclosure Project (CDP), Dow Jones Sustainability Index (DJSI) and Task Force on Climate-related Financial Disclosures (TCFD)."
2024,45,"At JSW, our vision is to actively contribute to society's development in a socially, ethically, and environmentally responsible manner. Our goal is to ensure that our actions support meeting the needs of all, without compromising the ability of future generations to meet their own needs. SUSTAIN Mainstreaming sustainability across the businesses",1,"weak","Mention only","SDG 3, SDG 8, SDG 12, SDG 13","aspiration","","","The company states its vision is to contribute to societal development in a responsible manner, supporting the needs of present and future generations.","At JSW, our vision is to actively contribute to society's development in a socially, ethically, and environmentally responsible manner. Our goal is to ensure that our actions support meeting the needs of all, without compromising the ability of future generations to meet their own needs."
2024,129,"STATUTORY REPORTS |",1,"weak","Mention only","SDG 13","aspiration","","","The company's CO2 reduction target aligns with the global sustainable development scenario.","This target is aligned with the global sustainable development scenario (SDS) pathway."
2024,129,"STATUTORY REPORTS |",1,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 10, SDG 11, SDG 12, SDG 13, SDG 16, SDG 17","aspiration","","","The company aims to drive sustainable change among communities across eight cause areas.","The aim is to drive meaningful and sustainable change among communities (Direct Influence Zones and Indirect Influence Zones) across eight cause areas."
2025,170,"B. OPERATIONAL PERFORMANCE",8,"strong","Measurable","SDG 13","target, measured_outcome","✓","","The company has set a target to reduce CO2 emissions by 42% by 2030 and has already achieved a 30% reduction in CO2 emission intensity.","Whilst the Company has set a target to achieve 42% reduction in its CO2 emissions by 2030, it has made significant progress in achieving its commitment towards climate change mitigation by reducing its CO2 emission intensity by 30% from its base year of 2005 in FY 25."
2025,2,"JSW STEEL",8,"strong","Measurable","SDG 8, SDG 12","target, measured_outcome","✓","","The company has achieved ResponsibleSteel™ Certification for over 80% of its primary steel production.","With over 80% of our primary steel now certified, and Tarapur leading as India’s first certified downstream mill, we are setting bold benchmarks for ethical, environmental, and socially responsible steelmaking."
2025,53,"JSW STEEL",8,"strong","In progress","SDG 13","initiative, measured_outcome","✓","✓","The COE executed 565 projects in FY 2024-25, contributing to emissions reductions and improved environmental performance.","In FY 2024–25 alone, the COE executed 565 projects, many of which delivered tangible emissions reductions and helped improve the sustainability and environmental performance of our operations."
2025,12,"JSW STEEL",7,"strong","In progress","SDG 13","initiative, target, kpi","✓","","The company has a program to reduce CO2 emissions by 42% by the end of the decade.","Through our flagship SEED (Sustainable Energy, Environment and Decarbonisation) programme, we have charted a clear pathway for a 42% reduction in our specific CO2 emissions by the end of this decade."
2025,53,"JSW STEEL",7,"strong","In progress","SDG 1, SDG 2, SDG 3, SDG 4, SDG 8, SDG 10","initiative, target, kpi","✓","","The company aims to reach over two million people through community initiatives focused on education, health, nutrition, and skill development.","Improve community reach by touching over two million lives across initiatives across education, heath & nutrition and skill development for livelihood improvement through JSW Foundation."
2025,117,"JSW STEEL",7,"strong","In progress","SDG 13","kpi, measured_outcome","✓","","The company reduced its Scope 1 and 2 emission intensity by 3% and specific energy consumption by 3.5% in the previous fiscal year.","In FY 2024-25, the Company reduced its Scope 1 and 2 emission intensity by ~3% and specific energy consumption by 3.5% from the previous year."
2025,53,"JSW STEEL",7,"strong","Planned","SDG 13","target, initiative, measured_outcome","✓","","The SEED initiative aims to reduce CO2 emissions by 18 million tonnes by 2030.","SEED aims to deliver measurable reductions in CO2 emissions across our value chain, with an ambitious goal of cutting over 18 million tonnes of CO2 by 2030."
2025,53,"JSW STEEL",6,"strong","Planned","SDG 7","initiative, target, kpi","✓","","The company aims to expedite renewable energy projects of approximately 1 GW.","Climate Change Key KRAs included expediting renewable energy projects of ~1 GW;"
2025,117,"JSW STEEL",6,"strong","In progress","SDG 7, SDG 13","initiative, target","✓","","The company expanded its renewable energy capacity to 782 MW and aims to reach 1 GW in the near future.","JSW Steel is also strategically integrating renewable energy into its operations, enhancing resilience against energy market volatility and regulatory changes. This year, the Company expanded its cumulative renewable energy capacity to 782 MW, with the target to reach 1 GW in the near term, further reducing its carbon footprint."
2025,170,"B. OPERATIONAL PERFORMANCE",6,"strong","In progress","SDG 13","target, kpi","✓","","The company has set a target to reduce CO2 emissions by 42% by 2030 and has already reduced its CO2 emission intensity by 30% since 2005.","Whilst the Company has set a target to achieve 42% reduction in its CO2 emissions by 2030, it has made significant progress in achieving its commitment towards climate change mitigation by reducing its CO2 emission intensity by 30% from its base year of 2005 in FY 25."
2025,26,"JSW STEEL",6,"strong","In progress","SDG 12","initiative, policy","✓","","JSW Steel is setting up a 0.5 MTPA scrap processing facility in Maharashtra, aligned with the government's Steel Scrap Recycling Policy.","Aligned with the Government of India’s Steel Scrap Recycling Policy, 2019, we are setting up a 0.5 MTPA scrap processing facility in Maharashtra."
2025,53,"JSW STEEL",6,"strong","In progress","SDG 12, SDG 17","policy, initiative, governance","","✓","The company integrates sustainability into its core business strategy through the SEED initiative and the COE.","By embedding SEED within the COE's structured, data-driven framework, we have ensured that sustainability is not merely a siloed effort but a centrally governed, enterprise-wide priority at the very nucleus of our business strategy and value proposition."
2025,53,"JSW STEEL",5,"moderate","Planned","SDG 6","initiative, target, kpi","","","The company has targets related to water stewardship, including reducing water consumption levels.","Nature action KRAs included targets related to water stewardship, including reduction of specific water consumption levels."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 9, SDG 13","initiative, target","","","The company is a founding member of EV100+, an initiative to phase out polluting vehicles.","As founding members of EV100+, an initiative dedicated to phasing out heavily-polluting vehicles, we are also actively advancing sustainability across industries."
2025,170,"B. OPERATIONAL PERFORMANCE",5,"moderate","In progress","SDG 13","policy, target","","","The company has a documented climate action plan and report.","The Company’s climate change ambitions, strategy, targets and plans are well documented in the report."
2025,117,"JSW STEEL",5,"moderate","Planned","SDG 7, SDG 13","initiative, target","✓","","The company plans to source an additional 1.5 GW of renewable power in the future.","In the second phase, JSW Steel is planning to source additional renewable power of 1.5 GW."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 6","kpi","✓","","The company reports a 7.86 lakh cubic meter increase in their water harvesting capacity.","7.86 lakh m3 Increase in our water harvesting capacity"
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 13, SDG 15","initiative","","✓","The company is undertaking tree plantations across all locations in collaboration with forest departments.","Tree plantations are underway across all our locations, supported by long-term Memorandums of Understanding (MoUs) with forest departments."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 13, SDG 15","kpi","✓","","The company reports planting over 200,000 tree saplings.","200,000+ Tree saplings planted"
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 7, SDG 13","initiative","✓","","The company reports installing over 300 solar streetlamps.","300+ Solar streetlamps installed"
2025,26,"JSW STEEL",5,"moderate","Planned","SDG 13","target, kpi","✓","","JSW Steel aims to reduce emissions intensity by 42% by 2030 through various initiatives.","By 2030, we aim to reduce emissions intensity by 42% from the base year through process efficiency, renewable energy, green hydrogen, carbon capture, material circularity, and breakthrough technologies, among others."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 13","initiative","","✓","The company maintains a virtual CO2 bank that is monitored by a third-party auditor.","These savings are documented and deposited in a virtual CO2 bank, which is also monitored by third party auditor."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 7, SDG 9, SDG 12, SDG 13","initiative, target","","","The company's proactive response to climate change is supported by investments in green technologies, renewable energy, and circular economy initiatives.","This proactive response stems from our commitment to future-proofing our business, ensuring policy compliance, and bolstering operational resilience, and it is supported by our investments in green technologies, renewable energy, and circular economy initiatives."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 6","initiative, policy","","","The company has implemented a Water Stewardship Program across all its operations.","Recognising this, we have deployed a Water Stewardship Program across all our operations."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 6","initiative, target","","","The Water Stewardship Program focuses on water efficiency, rainwater harvesting, recycling, zero-liquid discharge, and community watershed initiatives.","The program focuses on water efficiency, rainwater harvesting, recycling, zero-liquid discharge (ZLD) and community watershed initiatives."
2025,34,"JSW STEEL",5,"moderate","Planned","SDG 13","target, kpi","✓","","The company targets a 42% decrease in CO2 emission intensity by 2030.","∞42% decrease in CO2 emission intensity to 1.95 tCO2/tcs by 2030."
2025,34,"JSW STEEL",5,"moderate","Planned","SDG 6","target, kpi","✓","","The company targets a 39% decrease in specific water consumption by 2030.","∞39% decrease in specific water consumption to 2.21 m3/tcs by 2030."
2025,34,"JSW STEEL",5,"moderate","In progress","SDG 7, SDG 9, SDG 12, SDG 13","initiative, policy","","","The company is advancing data-driven climate action, environmental stewardship, and circular economy practices.","We are advancing data-driven climate action, environmental stewardship, and circular economy practices, establishing JSW Steel as a leader in decarbonisation and intelligent manufacturing."
2025,34,"JSW STEEL",5,"moderate","In progress","SDG 8, SDG 12","initiative, policy","","","The company has assessed the sustainability practices of its supply chain using a digital monitoring system.","JSW Steel has assessed the sustainability practices of the supply chain through a digitalised monitoring system, proactively identifying operational risks and generating action plans."
2025,34,"JSW STEEL",5,"moderate","In progress","SDG 8, SDG 12","initiative, policy","","","The company's supply chain monitoring system ensures transparency and continuous improvement through a scoring system.","The system enabled monitoring and continuous improvement process guarantees transparency in evaluating the production process of the supply chain, through a intuitive scoring system."
2025,34,"JSW STEEL",5,"moderate","In progress","SDG 13","initiative, policy","","","The company uses a program called SEED to centralize environmental data for progress monitoring.","Abatement Initiatives monitoring The abatement tracking initiatives supported by the SEED program, centralising environmental data across all plants, providing a single version of digital truth for effective progress monitoring."
2025,53,"JSW STEEL",5,"moderate","In progress","SDG 13","initiative, policy","","","The company is working to understand and minimize its Scope 3 emissions through collaboration with partners.","We are strengthening our knowledge and monitoring of Scope 3 emissions. By charting the entire extent of our value chain from suppliers to end users, we are cultivating a meaningful dialogue with our partners to minimise our collective climate footprint."
2025,117,"JSW STEEL",5,"moderate","In progress","SDG 6","policy, initiative","","","The company supports sustainable water solutions aligned with the UN Sustainable Development Goals.","Supporting sustainable water solutions, including solar bore wells and rainwater harvesting, aligned with United Nations’ Sustainable Development Goals."
2025,12,"JSW STEEL",5,"moderate","Planned","SDG 13","target, policy","✓","","The company aims to reduce CO2 emissions intensity and achieve carbon neutrality by 2050.","A key pillar of JSW Steel’s decarbonisation roadmap is the targeted reduction of CO2 emissions intensity to 1.95 tCO2 per tonne of crude steel by FY 2029-30 and achieving carbon neutrality across all operations under our direct control by 2050."
2025,12,"JSW STEEL",5,"moderate","In progress","SDG 7, SDG 6, SDG 13","initiative, target","","","The company is improving energy efficiency, adopting digitalization for water management, and transitioning to renewable energy.","In line with this goal, we are enhancing energy and process efficiency, adopting digitalisation for improved water management and transitioning to renewable energy sources."
2025,12,"JSW STEEL",5,"moderate","In progress","SDG 6, SDG 12, SDG 15","initiative, policy","","","The company practices zero liquid discharge, promotes a circular economy, and implements a biodiversity management plan.","We have maintained zero liquid discharge, promoted a circular economy with a focus on ‘zero waste to landfill’ and implemented a Biodiversity Management Plan across all our operational sites."
2025,12,"JSW STEEL",4,"moderate","Planned","SDG 13","aspiration, target","✓","","The company aims to achieve net-zero emissions by 2050 and reduce emissions by a specific target for 2030.","We are on track to meet our emission reduction targets for 2030 and Net Neutral by 2050."
2025,12,"JSW STEEL",4,"moderate","In progress","SDG 7, SDG 12, SDG 13","initiative","","","The company is implementing initiatives to reduce waste and utilize byproducts for energy generation.","Besides our energy transition, we have been redirecting waste gas and heat generated during steelmaking to our captive power plants. Both these initiatives not only reduce our carbon footprint but also enable cost efficiencies."
2025,12,"JSW STEEL",4,"moderate","Planned","SDG 7, SDG 9, SDG 13","initiative, policy","","","The company is exploring the establishment of a green steel facility powered by natural gas initially and transitioning to green hydrogen.","We are also evaluating setting up of a green steel facility in western India, which will be initially fuelled by natural gas before transitioning to green hydrogen once it becomes commercially viable."
2025,53,"JSW STEEL",4,"moderate","Planned","SDG 7, SDG 8, SDG 10","policy, initiative","","","The company will develop a policy for a just transition to renewables, creating opportunities for affected stakeholders.","Develop policy to anchor the transition to renewables on the principles of “Just Transition” to create alternative opportunities for those affected by transition (e.g., workers, parts of our supply chain, communities and customers/consumers) ensuring inclusive progress for employees, communities and partners;"
2025,53,"JSW STEEL",4,"moderate","Planned","SDG 9","initiative, target","","","The company signed an MOU to test a new technology for electric arc furnaces.","We have signed an MOU with the University of New South Wales to test Polymer Injection Technology in our Electric Arc Furnaces."
2025,53,"JSW STEEL",4,"moderate","Planned","SDG 9, SDG 13","initiative, target","","","The company partnered with BHP and Carbon Clean to explore CO2 capture technology for steelmaking.","For instance, this year, we entered into a joint study agreement with BHP and Carbon Clean to explore the large-scale deployment of Carbon Clean’s CycloneCC technology, which captures CO2 emissions from steelmaking."
2025,53,"JSW STEEL",4,"moderate","In progress","SDG 13","aspiration, target","","","The company aims to achieve net neutrality in carbon emissions for its operations.","We are strengthening our mission of attaining net neutrality in carbon emissions for all operations in our direct control."
2025,26,"JSW STEEL",4,"moderate","Mention only","SDG 12, SDG 8, SDG 13, SDG 17","policy, initiative, kpi","","","The company emphasizes resource efficiency, carbon footprint reduction, social responsibility, and transparent corporate governance practices.","Resource efficiency and carbon footprint ∞Social responsibility and impact investments ∞Employee engagement and retention metrics ∞Corporate governance and risk management ∞Financial transparency and shareholder communication"
2025,170,"B. OPERATIONAL PERFORMANCE",4,"moderate","Planned","SDG 7, SDG 9, SDG 13","initiative, target","","","The company invests in research and development to reduce carbon emissions and develop sustainable products.","JSW’s R&D efforts focus on reducing carbon emissions through innovations in steelmaking processes, enhancing energy and resource efficiency, and developing sustainable product alternatives like high-strength and low-weight steels for green mobility and infrastructure."
2025,117,"JSW STEEL",4,"moderate","Planned","SDG 7, SDG 13","initiative, target","","","The company transferred a unit to focus on green steel production and reduce CO2 emissions.","To support its strategy of manufacturing low-carbon steel for export markets and adopting green technologies such as hydrogen-based DRI, JSW Steel transferred its Salav unit, comprising a 0.9 MTPA DRI plant and auxiliary units to JSW Green Steel Limited. This move enables separate tracking of CO2 emissions and aligns with the Company’s long-term sustainability goals."
2025,170,"B. OPERATIONAL PERFORMANCE",4,"moderate","In progress","SDG 13","policy","","","The company incorporates climate change targets into management incentives.","The achievement of the targets towards climate change forms a part of the climate related management incentives for the relevant business unit managers and employees of our operations."
2025,170,"B. OPERATIONAL PERFORMANCE",4,"moderate","In progress","SDG 13","initiative","","","The company has established Climate Action Group (CAG) and Sustainability Action Group (SAG) to monitor climate change and mitigation efforts.","To stay up-to-date with rapid developments related to climate change and monitor the progress of the mitigation efforts, the Company has constituted Climate Action Group (CAG) and Sustainability Action Group (SAG)."
2025,170,"B. OPERATIONAL PERFORMANCE",4,"moderate","In progress","SDG 13","initiative","","","The Climate Action Group (CAG) and Sustainability Action Group (SAG) work together to develop and implement climate change mitigation strategies.","The CAG and SAG, facilitated by the corporate sustainability team, operates as a central think-tank to formulate and drive our climate change mitigation strategy and actions towards a low-carbon future."
2025,170,"B. OPERATIONAL PERFORMANCE",4,"moderate","In progress","SDG 13","policy","","","The company's operations are guided by policies that focus on sustainability.","All our operations are guided by policies that focus on key areas of sustainability, including environmental protection, social responsibility, and economic viability."
2025,26,"JSW STEEL",4,"moderate","In progress","SDG 12","initiative","","","JSW Steel is progressively increasing the use of scrap in its manufacturing processes.","We are progressively increasing the utilisation of scrap in our manufacturing processes."
2025,53,"JSW STEEL",4,"moderate","In progress","SDG 13","initiative","","","The company offers a product that helps customers reduce their Scope 3 emissions.","GreenEdge, customers can reduce their Scope 3 emissions, supporting the achievement of their sustainability goals."
2025,53,"JSW STEEL",4,"moderate","In progress","SDG 13","initiative","","","The company implements projects to reduce CO2 emissions within its value chain.","JSW Steel reduces CO2 emissions by implementing additional reduction projects and ensuring that the emission reductions are real and have occurred within our value chain."
2025,53,"JSW STEEL",4,"moderate","In progress","SDG 13","governance","","✓","The company's CO2 reduction efforts are independently verified by third-party certification bodies.","All CO2 reductions are independently verified by leading third-party certification bodies."
2025,53,"JSW STEEL",4,"moderate","In progress","SDG 13","initiative","","","The company offers customers the option to purchase low-carbon steel with verified reduction certificates.","JSW GreenEdge Steel offers flexible CO2 reductions, allowing customers to purchase low carbon emission steel with verified reduction certificates as per their requirements"
2025,2,"JSW STEEL",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company is taking steps to reduce its carbon footprint through various initiatives.","We are actively lowering our CO2 emission footprint through the adoption of energy-efficient practices, increased use of renewable energy, waste heat recovery, and carbon capture pilots while transitioning to low-carbon fuels and green hydrogen pathways."
2025,2,"JSW STEEL",4,"moderate","In progress","SDG 6, SDG 12","initiative","","","The company is adopting circular economy principles to reduce resource consumption.","From reducing freshwater consumption to recycling waste and by-products, we are rethinking resource use in line with circular economy principles."
2025,51,"JSW STEEL",4,"moderate","Planned","SDG 8, SDG 13","policy, initiative","","","JSW Steel has implemented a Just Transition Policy to ensure a fair and equitable transition to a low-carbon future.","JSW Steel has adopted a formal Just Transition Policy, recognising that the path to a low-carbon future must be inclusive, equitable, and socially responsible."
2025,53,"JSW STEEL",4,"moderate","Planned","SDG 13","policy, initiative","","","The company has outlined its climate strategy and assessed related risks and opportunities in a Climate Action Report.","In our Climate Action Report, we have outlined our climate strategy along with an assessment of related risks and opportunities."
2025,34,"JSW STEEL",4,"moderate","Planned","SDG 9, SDG 12, SDG 13","initiative, policy","","","The company has a dedicated team working on a roadmap to integrate digital solutions for sustainability goals.","With a dedicated Digital for Sustainability team, we have developed a roadmap to integrate digital solutions that support our sustainability goals."
2025,117,"JSW STEEL",4,"moderate","In progress","SDG 1, SDG 2, SDG 8","initiative","","","The company collaborates with farmers to enhance skills, productivity, and market access.","Collaborate with farmers, enhancing skills, productivity and market access to promote sustainable incomes."
2025,12,"JSW STEEL",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company is implementing technologies like green hydrogen and CCUS to reduce emissions.","We are progressively integrating disruptive technologies such as green hydrogen and carbon capture, utilisation and storage (CCUS), alongside increasing scrap usage."
2025,12,"JSW STEEL",3,"moderate","Planned","SDG 7, SDG 13","aspiration, policy","","","The company aims to power its operations with renewable energy by 2030.","A critical enabler of this journey is our ambition to power our entire operations through renewable energy by 2030."
2025,53,"JSW STEEL",3,"moderate","Mention only","SDG 13","kpi","✓","","The company consumed 78.66 kgs of CFC-11 equivalent ODS in FY 2024-25.","In FY 2024-25, the total ODS consumed at our facilities amounted to 78.66 kgs of CFC-11 equivalent."
2025,26,"JSW STEEL",3,"moderate","Mention only","SDG 12, SDG 8, SDG 10","policy, initiative","","","The company states its commitment to various regulatory and social compliance measures.","Compliance with environmental regulations ∞Pollution control measures ∞Adherence to social welfare regulations ∞Corporate social responsibility initiatives ∞Regulatory compliance and reporting"
2025,26,"JSW STEEL",3,"moderate","Mention only","SDG 12, SDG 8, SDG 13","policy, initiative","","","The company aims to promote sustainable practices and advocate for environmental protection and worker welfare.","Promotion of sustainable practices within the industry ∞Environmental advocacy ∞Setting standards for worker welfare"
2025,117,"JSW STEEL",3,"moderate","Planned","SDG 13","aspiration, target","","","The company has committed to achieving carbon neutrality by 2050.","The Company is committed to achieving carbon neutrality across all operations under its direct control by 2050."
2025,26,"JSW STEEL",3,"moderate","Mention only","SDG 9, SDG 12","policy, initiative","","","The Steel Scrap Recycling Policy, 2019, aims to promote a circular economy and green transition by encouraging scrap recycling.","Aimed at supporting a circular economy and green transition, the policy promotes scientific processing and recycling of ferrous scrap by encouraging the establishment of scrapping centres."
2025,26,"JSW STEEL",3,"moderate","Planned","SDG 13","aspiration, target","","","JSW Steel is committed to achieving net-zero carbon emissions by 2050 through a decarbonization agenda.","Our response At JSW Steel, we are committed to achieving Net Neutral Carbon Emissions by 2050 through a two-phase decarbonisation agenda."
2025,51,"JSW STEEL",3,"moderate","Mention only","SDG 12","policy","✓","","JSW Steel received a high ESG score in the S&P Global Corporate Sustainability Assessment, ranking second globally in the steel sector.","We had participated in the 2024 S&P Global Corporate Sustainability Assessment conducted to construct the Dow Jones Sustainability Indices and received an S&P Global ESG Score of 82, which puts us in the 99th percentile, securing the 2nd position globally in the steel sector."
2025,51,"JSW STEEL",3,"moderate","Planned","SDG 8, SDG 13","initiative","","","JSW Steel's Just Transition framework aims to distribute the benefits of the green transition while minimizing risks for stakeholders.","Our Just Transition framework is designed to ensure that the benefits of the green transition are shared widely, while risks are mitigated with empathy and foresight."
2025,51,"JSW STEEL",3,"moderate","Planned","SDG 8, SDG 10, SDG 13","policy","","","JSW Steel's Just Transition Policy is based on principles of sustainable development, decent work, social inclusion, and human rights.","The policy is grounded in core principles of sustainable development, decent work, social inclusion, and respect for human rights."
2025,34,"JSW STEEL",3,"moderate","Planned","SDG 13","aspiration, target","","","The company aims to achieve net neutrality of carbon emissions by 2050.","∞Targeting net neutrality of carbon emissions by 2050."
2025,34,"JSW STEEL",3,"moderate","Planned","SDG 13","aspiration, target","","","The company aims to achieve carbon neutrality at its coated operations by 2030.","∞Achieving carbon neutrality at coated operations by 2030."
2025,34,"JSW STEEL",3,"moderate","Planned","SDG 6","aspiration, target","","","The company aims to maintain zero liquid discharge.","∞Maintain zero liquid discharge."
2025,51,"JSW STEEL",2,"weak","Mention only","SDG 12","policy","","","JSW Steel has been recognized for its sustainability performance by being included in the DJSI World and Emerging Markets Indices.","JSW Steel has been included in the DJSI World Index, as well as the DJSI Index for Emerging Markets, for the second consecutive year."
2025,155,"SECTION B – MANAGEMENT AND PROCESS DISCLOSURES",2,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","policy","","","The company states its policies are based on various international standards and frameworks, including the UN Sustainable Development Goals.","The policies are based on NGRBC taking account of the requirements of various international standards like ISO 9000, ISO 14000, ISO45001, ISO 50001, ISO26000, SA8000, IFC Performance Standards, OECD Guidelines, UNGC guidelines and ILO Principles, ILO Convention on Human Rights, Report on Affirmative Action by CII, National Action Plan on Climate Change, National Environmental Policy, UN Sustainable Development Goals, Global Reporting Initiative, Carbon Disclosure Project (CDP), Dow Jones Sustainability Index (DJSI) and Task Force on Climate- related Financial Disclosures (TCFD) and TNFD."
2025,155,"SECTION B – MANAGEMENT AND PROCESS DISCLOSURES",2,"weak","Mention only","SDG 16, SDG 17","governance","","✓","The company describes its corporate governance framework, which includes a board of directors with committees dedicated to business responsibility, sustainability reporting, risk management, and stakeholder relationships.","The Company has a Corporate Governance Framework in place. There is a balanced Board of Directors comprising Executive and Non-Executive Independent Directors with diverse range of experience and expertise. The Board of Directors – 1. Provides strategic direction and evaluates overall performance 2. Ensure the long-term interest of the stakeholders are being served There are several Board Committees and the main ones are – 1. Business responsibility/sustainability reporting 2. Risk Management 3. Corporate social responsibility 4. Stakeholder Relationship 5. Audit 6. Project Review 7. Nomination & Remuneration etc"
2025,53,"JSW STEEL",1,"weak","Mention only","SDG 6","aspiration","","","The company states its initiatives aim to provide sustainable water access and improve community health.","these initiatives ensure sustainable water access and healthier futures for our communities amidst growing water stress and environmental challenges."
2025,2,"JSW STEEL",1,"weak","Mention only","SDG 8","aspiration","","","The company emphasizes its role in creating employment opportunities.","As we grow further at an unprecedented speed, we continue to create enormous direct and indirect employment opportunities for a young nation, aspiring to be the world’s manufacturing hub."
